event_id,name,url,start_at,end_at,timezone,location_type,city,sublocality,country,latitude,longitude,cover_url,guest_count,hosts,calendar_name,calendar_slug,event_type,visibility,waitlist_active,source,tags
evt-olb0jCCbzko76hR,Grabchai Chennai- May 26 Edition,https://lu.ma/8j9njtwz,2026-05-30T04:30:00.000Z,2026-05-30T07:30:00.000Z,Asia/Calcutta,offline,Chennai,,India,13.085,80.27,https://images.lumacdn.com/uploads/1a/7351922e-714a-41a1-973e-db6f0ddac382.png,0,"Grabchai-The Product Folks, Sudharsan L, Sudharsan M",GrabChai,Grabchai,independent,public,False,snowball,Tech
evt-mledzBRuOtptUR9,Build with AI Chennai: Go from idea to building your prototype,https://lu.ma/x1kfm0v1,2026-05-30T05:00:00.000Z,2026-05-30T08:30:00.000Z,Asia/Kolkata,offline,Chennai,Dr. Vasi Estate,India,12.9775,80.25,https://images.lumacdn.com/uploads/2o/d0999c2b-9ce3-498a-8f08-8cc87c93d102.png,1,Harkirat (Rocket) Singh,Personal,,independent,public,False,snowball,AI
evt-6jHAQrEu3QWaGFs,JSLovers Chennai x MongoDB - Meetup #10,https://lu.ma/vvrilt96,2026-05-30T08:30:00.000Z,2026-05-30T12:30:00.000Z,Asia/Kolkata,offline,Chennai,Tharamani,India,12.985629999999999,80.2489903,https://images.lumacdn.com/uploads/d8/6823af09-f537-4f71-a852-d13b16ea97c4.jpg,273,"Vignesh Murugan, Syed Abdul Rahman.A, Jyothi Prakash",JSLovers Chennai,jslc,independent,public,False,snowball,AI
evt-AoHrb26Wf90iNiA,Entrepreneur's Mixer (Chennai),https://lu.ma/exjxxd19,2026-05-30T11:30:00.000Z,2026-05-30T14:30:00.000Z,Asia/Kolkata,offline,Chennai,,India,13.0843007,80.2704622,https://images.lumacdn.com/gallery-images/p6/d3344594-be3c-4c63-9891-beb881ca782a.png,0,Entrepreneurs Arch,Entrepreneur's Mixer Calendar,EntrepreneusMixerCalendar,independent,public,False,snowball,Tech
evt-SQmZug2pjAZpDNh,Intro to miro,https://lu.ma/g9swwdky,2026-06-07T09:30:00.000Z,2026-06-07T11:30:00.000Z,Asia/Kolkata,offline,Chennai,Vannanthurai,India,12.9991317,80.2624256,https://images.lumacdn.com/uploads/dt/8f2e0f26-b1ef-41b6-8797-4670ad31f7df.png,0,"Dhruv Gupta, Miro Community Team",Personal,,independent,public,False,snowball,Tech
evt-GPfpUZ2nbGEYF2A,TSOW HR Leaders Roundtable in Chennai,https://lu.ma/u424quim,2026-06-13T04:00:00.000Z,2026-06-13T16:30:00.000Z,Asia/Calcutta,offline,Chennai,,India,13.085,80.27,https://images.lumacdn.com/event-covers/rd/0690cfa4-b67a-40c8-bbde-8d5427220f88.png,0,The Shape of Work by Springworks,Personal,,independent,public,False,snowball,
evt-66s1SYcpFgJiSx8,TSOW HR Meetup in Chennai,https://lu.ma/c6x214fn,2026-07-04T10:30:00.000Z,2026-07-04T13:30:00.000Z,Asia/Calcutta,offline,Chennai,,India,13.085,80.27,https://images.lumacdn.com/event-covers/hq/6b6477ea-321c-443c-909b-e71b58f71ea7.png,0,The Shape of Work by Springworks,Personal,,independent,public,False,snowball,
